Respondent_ID,Household_ID,PSU_ID,Stratum,Zone,State,Urban_Rural,Household_Size,Monthly_Income,Age,Gender,Education,Employment,Response_Probability,Survey_Time_Min,Travel_Difficulty,GPS_Distance_km,Team_Assigned,Team_Experience_Years,Interview_Cost,Sampling_Weight,Response_Status
R00506,HH0182,PSU172,Rural,South,Tamil Nadu,Rural,8,39281,42,Female,Secondary,Student,0.85,43,2,8.8,Team_A,2,18.33,1.1,Completed
R00507,HH0183,PSU116,Rural,South,Karnataka,Rural,8,13818,52,Female,Primary,Salaried,0.69,45,4,16.0,Team_B,4,25.35,1.29,Completed
R00508,HH0184,PSU133,Rural,North,Haryana,Rural,8,22299,42,Male,Postgraduate,Unemployed,0.74,40,4,14.8,Team_C,1,24.58,2.27,Completed
R00509,HH0184,PSU144,Rural,West,Gujarat,Rural,6,24891,37,Male,Higher Secondary,Unemployed,0.74,41,3,13.3,Team_C,6,22.1,2.4,Completed
R00510,HH0184,PSU107,Rural,South,Karnataka,Rural,7,17090,61,Female,Higher Secondary,Student,0.68,50,4,15.6,Team_D,9,25.51,1.52,Completed
R00511,HH0184,PSU120,Rural,North,Punjab,Rural,6,31793,23,Female,Postgraduate,Self-employed,0.66,41,5,16.4,Team_D,10,26.05,1.44,Completed
R00512,HH0184,PSU188,Rural,West,Maharashtra,Rural,3,27825,55,Female,Higher Secondary,Self-employed,0.79,33,2,7.0,Team_A,7,15.21,2.18,Completed
R00513,HH0184,PSU166,Rural,West,Rajasthan,Rural,3,35729,38,Male,Secondary,Student,0.63,34,5,16.4,Team_A,4,25.96,0.82,Completed
R00514,HH0184,PSU193,Rural,North,Haryana,Rural,2,28864,37,Female,Secondary,Farmer,0.71,34,4,15.5,Team_D,9,23.32,0.93,Completed
R00515,HH0185,PSU199,Rural,East,Odisha,Rural,3,21646,40,Female,Primary,Self-employed,0.63,30,5,17.1,Team_A,9,25.09,1.87,Not Available
R00516,HH0185,PSU131,Rural,North,Delhi,Rural,3,38652,48,Male,Graduate,Student,0.81,29,2,9.8,Team_D,6,16.63,1.99,Completed
R00517,HH0185,PSU119,Rural,South,Tamil Nadu,Rural,2,19819,28,Male,Postgraduate,Salaried,0.73,29,3,13.3,Team_B,6,21.35,1.71,Not Available
R00518,HH0185,PSU178,Rural,West,Rajasthan,Rural,7,25615,30,Female,Graduate,Unemployed,0.75,37,3,11.5,Team_D,2,20.53,1.9,Completed
R00519,HH0185,PSU133,Rural,East,Odisha,Rural,7,22608,50,Male,Graduate,Self-employed,0.72,47,4,14.9,Team_B,9,24.75,2.14,Completed
R00520,HH0186,PSU166,Rural,South,Kerala,Rural,5,38128,25,Female,Graduate,Self-employed,0.76,31,3,10.0,Team_A,4,17.81,2.03,Completed
R00521,HH0186,PSU118,Rural,West,Maharashtra,Rural,3,26529,26,Male,Higher Secondary,Student,0.67,34,5,17.8,Team_B,5,25.61,0.97,Completed
R00522,HH0186,PSU150,Rural,South,Kerala,Rural,2,43771,40,Female,Postgraduate,Salaried,0.71,26,4,13.8,Team_A,3,22.29,1.87,Not Available
R00523,HH0186,PSU169,Rural,East,Bihar,Rural,4,14772,18,Male,Primary,Student,0.76,37,3,10.7,Team_C,8,20.35,2.24,Completed
R00524,HH0186,PSU179,Rural,South,Karnataka,Rural,3,35895,42,Male,Higher Secondary,Student,0.8,31,2,8.8,Team_D,5,16.89,1.53,Completed
R00525,HH0186,PSU185,Rural,South,Kerala,Rural,2,35569,49,Male,Secondary,Farmer,0.63,24,5,17.2,Team_D,10,24.72,1.51,Completed
R00526,HH0187,PSU147,Rural,North,Haryana,Rural,2,26241,35,Female,Higher Secondary,Salaried,0.68,28,5,16.8,Team_C,8,24.44,1.78,Completed
R00527,HH0188,PSU101,Rural,South,Tamil Nadu,Rural,6,8917,26,Female,Graduate,Unemployed,0.68,33,4,12.5,Team_C,8,20.64,1.94,Completed
R00528,HH0188,PSU183,Rural,South,Karnataka,Rural,5,41918,56,Female,Graduate,Salaried,0.67,28,5,17.4,Team_C,9,24.99,0.81,Completed
R00529,HH0188,PSU160,Rural,West,Gujarat,Rural,4,34850,31,Male,Higher Secondary,Student,0.68,35,4,13.9,Team_C,6,23.18,2.2,Completed
R00530,HH0189,PSU125,Rural,South,Karnataka,Rural,7,27081,19,Female,Higher Secondary,Student,0.7,42,4,13.7,Team_D,8,23.02,1.31,Completed
R00531,HH0190,PSU187,Rural,West,Rajasthan,Rural,6,32240,18,Male,Higher Secondary,Unemployed,0.61,45,5,16.5,Team_D,9,26.06,1.3,Completed
R00532,HH0190,PSU178,Rural,East,Odisha,Rural,7,21756,36,Female,Higher Secondary,Farmer,0.75,43,3,10.4,Team_C,10,20.77,2.01,Completed
R00533,HH0191,PSU129,Rural,South,Kerala,Rural,6,34201,25,Female,Graduate,Student,0.68,38,4,15.2,Team_C,5,24.77,1.2,Completed
R00534,HH0191,PSU130,Rural,North,Haryana,Rural,8,23955,47,Female,Higher Secondary,Salaried,0.7,50,4,15.6,Team_B,1,26.32,1.87,Completed
R00535,HH0191,PSU153,Rural,South,Kerala,Rural,7,44321,59,Male,Postgraduate,Self-employed,0.65,43,5,15.7,Team_D,9,25.73,0.95,Completed
R00536,HH0191,PSU193,Rural,West,Rajasthan,Rural,2,9721,55,Male,Secondary,Self-employed,0.71,27,4,15.0,Team_B,7,22.95,2.47,Completed
R00537,HH0192,PSU102,Rural,North,Haryana,Rural,8,42661,40,Female,Postgraduate,Farmer,0.68,39,4,16.1,Team_B,4,24.89,0.82,Completed
R00538,HH0193,PSU193,Rural,East,Bihar,Rural,5,27578,30,Male,Graduate,Unemployed,0.9,32,1,7.1,Team_C,7,15.14,2.18,Completed
R00539,HH0194,PSU185,Rural,West,Maharashtra,Rural,8,23759,41,Male,Higher Secondary,Farmer,0.64,48,5,15.7,Team_A,3,26.38,1.9,Completed
R00540,HH0194,PSU164,Rural,North,Haryana,Rural,3,33917,18,Female,Secondary,Self-employed,0.7,31,4,12.6,Team_B,5,22.04,2.15,Completed
R00541,HH0194,PSU199,Rural,North,Punjab,Rural,2,18594,64,Female,Graduate,Unemployed,0.63,23,5,15.4,Team_A,7,22.76,2.42,Completed
R00542,HH0194,PSU115,Rural,East,Bihar,Rural,2,13159,35,Female,Higher Secondary,Self-employed,0.62,30,5,16.7,Team_C,8,25.82,1.19,Not Available
R00543,HH0194,PSU155,Rural,East,West Bengal,Rural,4,42954,33,Male,Postgraduate,Farmer,0.75,26,3,11.9,Team_A,6,19.41,1.03,Completed
R00544,HH0194,PSU100,Rural,East,Bihar,Rural,7,13514,50,Female,Primary,Unemployed,0.83,33,2,10.4,Team_B,8,19.11,1.14,Completed
R00545,HH0194,PSU100,Rural,West,Rajasthan,Rural,6,37733,32,Male,Primary,Self-employed,0.77,39,3,13.1,Team_A,10,21.17,0.96,Completed
R00546,HH0195,PSU104,Rural,East,Bihar,Rural,2,26077,40,Male,Graduate,Self-employed,0.81,27,2,9.7,Team_D,7,17.35,2.01,Completed
R00547,HH0196,PSU179,Rural,East,Odisha,Rural,3,15837,54,Male,Graduate,Student,0.88,21,1,4.7,Team_A,4,10.56,2.04,Completed
R00548,HH0196,PSU121,Rural,South,Tamil Nadu,Rural,4,13316,44,Female,Higher Secondary,Unemployed,0.75,34,3,10.1,Team_A,7,18.12,1.11,Completed
R00549,HH0196,PSU107,Rural,North,Punjab,Rural,3,15961,51,Male,Primary,Self-employed,0.78,30,3,9.8,Team_B,4,17.7,0.86,Completed
R00550,HH0196,PSU179,Rural,East,Bihar,Rural,5,9525,38,Female,Graduate,Unemployed,0.85,32,1,7.0,Team_A,5,14.23,2.06,Completed
R00551,HH0196,PSU172,Rural,South,Karnataka,Rural,4,25987,23,Female,Higher Secondary,Unemployed,0.67,31,4,14.3,Team_A,5,23.26,0.95,Completed
R00552,HH0196,PSU110,Rural,South,Karnataka,Rural,5,17714,31,Male,Graduate,Self-employed,0.63,42,5,18.2,Team_A,6,27.95,0.92,Completed
R00553,HH0196,PSU107,Rural,South,Tamil Nadu,Rural,7,43389,42,Male,Graduate,Self-employed,0.6,42,5,18.6,Team_D,7,27.45,1.87,Completed
R00554,HH0197,PSU137,Rural,East,Odisha,Rural,5,18222,42,Female,Postgraduate,Unemployed,0.85,44,2,9.1,Team_B,3,19.68,1.44,Completed
R00555,HH0198,PSU157,Rural,East,West Bengal,Rural,7,36017,59,Female,Higher Secondary,Farmer,0.7,43,4,15.3,Team_C,8,25.09,2.21,Completed
R00556,HH0198,PSU147,Rural,East,Odisha,Rural,3,10897,32,Female,Postgraduate,Student,0.64,24,5,17.6,Team_A,1,25.32,2.48,Completed
R00557,HH0198,PSU170,Rural,North,Haryana,Rural,6,23530,39,Female,Secondary,Unemployed,0.61,33,5,16.9,Team_B,1,26.02,1.59,Completed
R00558,HH0198,PSU161,Rural,North,Haryana,Rural,3,20985,47,Female,Primary,Unemployed,0.76,29,3,10.7,Team_D,10,18.17,1.24,Not Available
R00559,HH0198,PSU184,Rural,South,Tamil Nadu,Rural,8,15740,48,Male,Primary,Farmer,0.91,43,1,5.3,Team_A,4,15.19,0.89,Completed
R00560,HH0198,PSU165,Rural,East,West Bengal,Rural,4,26862,37,Female,Higher Secondary,Self-employed,0.78,23,3,13.3,Team_A,5,19.73,1.8,Not Available
R00561,HH0198,PSU128,Rural,South,Karnataka,Rural,4,32655,62,Female,Graduate,Unemployed,0.79,32,2,10.0,Team_D,4,18.77,2.22,Completed
R00562,HH0198,PSU108,Rural,East,Bihar,Rural,6,26186,44,Female,Postgraduate,Self-employed,0.69,43,4,14.9,Team_D,10,24.27,0.9,Completed
R00563,HH0198,PSU194,Rural,South,Tamil Nadu,Rural,7,31309,32,Female,Higher Secondary,Unemployed,0.72,43,4,15.6,Team_A,3,26.33,1.98,Completed
R00564,HH0199,PSU198,Rural,East,Bihar,Rural,6,24862,49,Female,Higher Secondary,Unemployed,0.7,43,4,16.0,Team_A,5,25.06,1.04,Completed
R00565,HH0200,PSU150,Rural,East,Odisha,Rural,2,9800,46,Male,Graduate,Farmer,0.63,26,5,17.4,Team_A,3,24.06,1.01,Completed
R00566,HH0201,PSU157,Rural,West,Gujarat,Rural,2,30362,27,Female,Secondary,Salaried,0.7,28,4,15.5,Team_C,3,23.76,1.03,Completed
R00567,HH0201,PSU117,Rural,West,Rajasthan,Rural,5,37462,18,Male,Primary,Self-employed,0.69,35,4,12.4,Team_B,9,21.96,0.84,Completed
R00568,HH0202,PSU189,Rural,East,Bihar,Rural,8,30791,37,Male,Secondary,Salaried,0.66,55,4,13.5,Team_D,9,25.99,1.2,Completed
R00569,HH0203,PSU194,Rural,West,Rajasthan,Rural,7,13487,42,Male,Graduate,Student,0.68,47,5,16.5,Team_A,6,26.89,2.13,Completed
R00570,HH0203,PSU185,Rural,South,Tamil Nadu,Rural,6,18398,57,Male,Graduate,Salaried,0.68,41,4,12.7,Team_A,6,22.03,0.84,Completed
R00571,HH0203,PSU137,Rural,North,Punjab,Rural,5,35584,57,Male,Postgraduate,Student,0.79,35,3,11.6,Team_D,8,19.48,1.69,Completed
R00572,HH0203,PSU152,Rural,South,Karnataka,Rural,6,29877,21,Male,Secondary,Unemployed,0.68,36,5,16.2,Team_C,2,26.28,1.81,Completed
R00573,HH0203,PSU175,Rural,North,Delhi,Rural,2,40110,62,Male,Primary,Student,0.91,22,1,7.5,Team_D,3,13.02,2.14,Completed
R00574,HH0204,PSU191,Rural,North,Delhi,Rural,8,20590,30,Male,Graduate,Unemployed,0.77,53,3,10.6,Team_D,4,22.12,2.13,Completed
R00575,HH0204,PSU179,Rural,West,Maharashtra,Rural,7,22221,53,Female,Postgraduate,Student,0.68,42,5,16.9,Team_B,4,26.98,1.24,Completed
R00576,HH0205,PSU171,Rural,South,Tamil Nadu,Rural,6,21772,40,Female,Higher Secondary,Student,0.73,40,4,13.8,Team_B,2,23.65,1.27,Completed
R00577,HH0205,PSU131,Rural,West,Maharashtra,Rural,8,28975,50,Male,Higher Secondary,Self-employed,0.62,44,5,18.2,Team_D,5,27.64,1.03,Completed
R00578,HH0206,PSU112,Rural,South,Tamil Nadu,Rural,6,30702,27,Female,Postgraduate,Unemployed,0.83,37,2,6.7,Team_B,10,16.31,2.13,Completed
R00579,HH0206,PSU140,Rural,West,Rajasthan,Rural,8,42928,40,Male,Graduate,Student,0.79,40,2,9.4,Team_D,9,19.25,1.87,Not Available
R00580,HH0206,PSU100,Rural,East,Bihar,Rural,4,23198,25,Male,Postgraduate,Farmer,0.77,35,3,10.2,Team_C,2,20.16,2.12,Completed
R00581,HH0206,PSU112,Rural,East,Bihar,Rural,5,31852,52,Male,Secondary,Farmer,0.68,36,5,18.8,Team_D,2,26.52,0.88,Completed
R00582,HH0207,PSU106,Rural,South,Kerala,Rural,6,11248,68,Male,Postgraduate,Farmer,0.78,40,3,12.7,Team_D,1,21.47,1.41,Completed
R00583,HH0207,PSU108,Rural,East,Odisha,Rural,2,21048,53,Female,Postgraduate,Salaried,0.65,31,5,17.4,Team_B,7,25.52,2.11,Completed
R00584,HH0208,PSU188,Rural,East,Odisha,Rural,8,28931,39,Female,Postgraduate,Unemployed,0.8,39,2,7.4,Team_D,1,17.6,1.8,Completed
R00585,HH0208,PSU120,Rural,South,Karnataka,Rural,8,37750,46,Male,Graduate,Student,0.68,45,5,17.2,Team_A,10,26.85,2.06,Completed
R00586,HH0209,PSU146,Rural,South,Karnataka,Rural,7,39395,30,Male,Graduate,Student,0.72,44,4,14.6,Team_A,8,24.01,1.42,Completed
R00587,HH0210,PSU177,Rural,North,Delhi,Rural,7,41670,55,Female,Secondary,Self-employed,0.65,39,5,15.8,Team_C,5,24.81,1.02,Completed
R00588,HH0210,PSU175,Rural,East,West Bengal,Rural,2,43887,50,Male,Graduate,Self-employed,0.64,25,5,17.0,Team_A,9,25.34,2.22,Completed
R00589,HH0211,PSU171,Rural,South,Kerala,Rural,2,34053,54,Male,Primary,Self-employed,0.78,19,2,9.8,Team_A,9,16.76,2.07,Completed
R00590,HH0211,PSU117,Rural,North,Delhi,Rural,7,24177,33,Male,Graduate,Farmer,0.78,46,3,11.7,Team_A,6,21.44,2.03,Completed
R00591,HH0211,PSU165,Rural,West,Maharashtra,Rural,5,29405,50,Female,Higher Secondary,Unemployed,0.74,34,3,11.3,Team_A,10,20.67,2.38,Not Available
R00592,HH0211,PSU103,Rural,North,Delhi,Rural,4,29214,47,Male,Graduate,Student,0.74,33,4,12.6,Team_A,10,21.24,2.01,Completed
R00593,HH0212,PSU187,Rural,South,Karnataka,Rural,8,34655,49,Female,Higher Secondary,Unemployed,0.62,40,5,17.3,Team_B,1,26.04,1.23,Completed
R00594,HH0212,PSU188,Rural,South,Kerala,Rural,4,14234,44,Male,Graduate,Unemployed,0.74,34,3,10.8,Team_C,2,20.32,2.11,Completed
R00595,HH0213,PSU199,Rural,West,Maharashtra,Rural,4,33728,30,Female,Primary,Farmer,0.73,33,4,15.9,Team_C,10,23.5,0.92,Completed
R00596,HH0214,PSU168,Rural,East,West Bengal,Rural,8,38129,34,Male,Graduate,Farmer,0.77,43,3,10.7,Team_B,6,19.85,1.0,Completed
R00597,HH0214,PSU192,Rural,North,Delhi,Rural,2,20335,55,Female,Higher Secondary,Salaried,0.76,27,3,12.0,Team_A,5,19.83,2.28,Completed
R00598,HH0214,PSU110,Rural,East,West Bengal,Rural,6,14500,29,Female,Secondary,Unemployed,0.88,36,1,4.1,Team_C,2,14.01,0.96,Completed
R00599,HH0215,PSU180,Rural,South,Kerala,Rural,6,37615,51,Female,Graduate,Salaried,0.7,40,4,13.6,Team_C,10,22.86,1.91,Not Available
R00600,HH0215,PSU129,Rural,East,Odisha,Rural,2,11665,46,Male,Postgraduate,Salaried,0.73,24,4,14.3,Team_B,2,21.31,1.52,Completed
R00601,HH0215,PSU140,Rural,South,Kerala,Rural,3,40043,36,Female,Higher Secondary,Student,0.68,25,4,13.0,Team_B,1,20.0,1.16,Completed
R00602,HH0215,PSU103,Rural,West,Gujarat,Rural,8,16222,44,Female,Postgraduate,Farmer,0.73,41,4,14.4,Team_C,6,23.58,2.04,Completed
R00603,HH0216,PSU163,Rural,East,Odisha,Rural,6,26671,48,Male,Secondary,Farmer,0.75,30,3,11.6,Team_B,3,19.07,2.07,Not Available
R00604,HH0216,PSU114,Rural,South,Tamil Nadu,Rural,2,24055,24,Male,Primary,Farmer,0.68,33,4,13.7,Team_C,10,21.64,2.33,Completed
R00605,HH0217,PSU184,Rural,South,Kerala,Rural,2,11303,44,Female,Higher Secondary,Unemployed,0.82,23,2,10.3,Team_B,9,17.83,1.25,Completed
R00606,HH0217,PSU160,Rural,North,Delhi,Rural,6,26124,18,Male,Graduate,Farmer,0.83,42,2,9.6,Team_D,8,19.91,2.15,Refused
R00607,HH0217,PSU174,Rural,East,Odisha,Rural,3,15237,45,Female,Graduate,Unemployed,0.71,36,4,16.1,Team_C,4,23.99,1.21,Completed
R00608,HH0217,PSU147,Rural,South,Kerala,Rural,4,44126,61,Female,Primary,Farmer,0.7,29,4,15.9,Team_A,10,23.35,2.03,Completed
R00609,HH0218,PSU109,Rural,North,Haryana,Rural,5,25998,41,Female,Higher Secondary,Student,0.6,36,5,18.2,Team_D,3,26.53,0.81,Completed
R00610,HH0218,PSU177,Rural,South,Karnataka,Rural,6,23920,30,Female,Graduate,Unemployed,0.74,47,4,15.1,Team_B,4,26.25,2.45,Completed
R00611,HH0218,PSU155,Rural,South,Kerala,Rural,8,41809,41,Female,Graduate,Student,0.74,39,4,15.7,Team_B,8,25.13,1.73,Completed
R00612,HH0218,PSU175,Rural,West,Rajasthan,Rural,6,33525,28,Male,Graduate,Student,0.78,36,3,11.8,Team_A,3,20.31,1.63,Completed
R00613,HH0218,PSU102,Rural,East,West Bengal,Rural,2,26895,40,Female,Postgraduate,Unemployed,0.72,26,4,12.4,Team_C,5,19.94,2.22,Completed
R00614,HH0218,PSU159,Rural,West,Rajasthan,Rural,8,23839,46,Male,Higher Secondary,Farmer,0.68,41,4,15.3,Team_A,2,24.84,2.28,Completed
R00615,HH0218,PSU160,Rural,East,Bihar,Rural,8,35730,39,Male,Postgraduate,Self-employed,0.63,40,5,18.4,Team_C,1,26.79,2.16,Completed
R00616,HH0218,PSU186,Rural,West,Gujarat,Rural,6,34551,24,Male,Graduate,Farmer,0.79,46,3,11.3,Team_C,6,21.49,1.62,Completed
R00617,HH0219,PSU142,Rural,North,Delhi,Rural,8,22416,18,Male,Graduate,Student,0.67,54,5,18.2,Team_C,1,30.27,1.76,Refused
R00618,HH0219,PSU173,Rural,West,Rajasthan,Rural,7,27283,54,Male,Graduate,Self-employed,0.72,47,4,13.8,Team_D,3,24.74,1.85,Completed
R00619,HH0219,PSU152,Rural,North,Haryana,Rural,8,14523,63,Male,Secondary,Student,0.78,43,3,11.1,Team_A,10,20.93,1.07,Not Available
R00620,HH0220,PSU102,Rural,East,West Bengal,Rural,2,35201,28,Female,Secondary,Farmer,0.64,29,5,16.8,Team_B,6,25.29,0.93,Completed
R00621,HH0220,PSU135,Rural,North,Punjab,Rural,8,33973,48,Male,Graduate,Self-employed,0.74,46,4,12.8,Team_B,5,22.68,2.47,Completed
R00622,HH0221,PSU174,Rural,North,Haryana,Rural,8,24094,59,Male,Secondary,Self-employed,0.89,50,1,6.1,Team_D,9,17.54,2.28,Completed
R00623,HH0222,PSU189,Rural,West,Rajasthan,Rural,8,39687,18,Female,Graduate,Farmer,0.66,45,5,17.5,Team_D,8,28.37,1.85,Completed
R00624,HH0223,PSU173,Rural,South,Kerala,Rural,2,33888,45,Male,Primary,Farmer,0.7,32,4,12.8,Team_C,5,21.31,1.89,Completed
R00625,HH0223,PSU179,Rural,West,Maharashtra,Rural,2,12173,47,Male,Postgraduate,Salaried,0.71,31,4,15.3,Team_C,6,23.09,1.21,Completed
R00626,HH0224,PSU116,Rural,West,Gujarat,Rural,4,35992,48,Female,Higher Secondary,Student,0.64,40,5,16.4,Team_D,9,25.92,2.07,Completed
R00627,HH0224,PSU157,Rural,South,Karnataka,Rural,8,13283,58,Male,Postgraduate,Salaried,0.7,43,4,13.0,Team_D,2,22.71,1.62,Completed
R00628,HH0225,PSU128,Rural,North,Delhi,Rural,6,14176,18,Male,Postgraduate,Farmer,0.82,38,2,7.1,Team_C,8,15.81,1.75,Completed
R00629,HH0225,PSU140,Rural,West,Maharashtra,Rural,4,17981,32,Male,Postgraduate,Student,0.78,32,3,11.8,Team_D,3,19.79,1.76,Completed
R00630,HH0226,PSU127,Rural,East,West Bengal,Rural,5,8189,31,Male,Higher Secondary,Student,0.72,34,4,15.0,Team_D,8,23.91,1.71,Completed
R00631,HH0227,PSU159,Rural,North,Delhi,Rural,3,38325,31,Male,Graduate,Farmer,0.69,31,4,12.9,Team_D,10,21.58,0.87,Completed
R00632,HH0227,PSU127,Rural,North,Punjab,Rural,4,12999,68,Male,Postgraduate,Self-employed,0.71,28,4,15.9,Team_D,7,23.9,2.19,Completed
R00633,HH0228,PSU184,Rural,North,Delhi,Rural,2,20661,49,Male,Higher Secondary,Unemployed,0.88,28,1,4.5,Team_C,6,11.42,2.44,Completed
R00634,HH0228,PSU177,Rural,South,Kerala,Rural,3,37984,31,Female,Graduate,Self-employed,0.74,29,3,11.3,Team_C,3,20.05,1.38,Completed
R00635,HH0228,PSU183,Rural,South,Karnataka,Rural,7,30701,43,Female,Secondary,Student,0.75,49,3,11.8,Team_C,9,23.56,1.27,Completed
R00636,HH0228,PSU153,Rural,West,Maharashtra,Rural,5,26280,28,Male,Graduate,Farmer,0.62,43,5,17.0,Team_D,9,27.71,2.14,Not Available
R00637,HH0229,PSU103,Rural,West,Maharashtra,Rural,2,13260,61,Female,Primary,Student,0.74,29,3,12.0,Team_B,6,19.04,1.87,Completed
R00638,HH0229,PSU107,Rural,North,Haryana,Rural,6,18480,51,Male,Primary,Student,0.82,31,2,9.4,Team_A,2,16.43,1.83,Completed
R00639,HH0229,PSU131,Rural,East,Odisha,Rural,5,10209,18,Female,Higher Secondary,Student,0.68,36,4,14.4,Team_B,7,23.22,1.95,Not Available
R00640,HH0229,PSU169,Rural,South,Karnataka,Rural,6,44779,36,Female,Primary,Student,0.71,33,4,14.5,Team_A,7,23.14,1.35,Completed
R00641,HH0229,PSU105,Rural,South,Kerala,Rural,2,18621,35,Male,Primary,Salaried,0.73,32,4,13.2,Team_B,1,22.76,2.1,Completed
R00642,HH0229,PSU100,Rural,North,Haryana,Rural,3,21074,45,Female,Higher Secondary,Farmer,0.78,27,3,10.1,Team_B,1,17.55,1.41,Completed
R00643,HH0230,PSU101,Rural,South,Kerala,Rural,5,14750,35,Male,Postgraduate,Student,0.73,30,4,15.1,Team_C,4,22.28,1.1,Completed
R00644,HH0230,PSU145,Rural,East,Bihar,Rural,2,18574,57,Male,Postgraduate,Student,0.63,24,5,16.7,Team_B,5,23.76,1.7,Completed
R00645,HH0230,PSU142,Rural,West,Rajasthan,Rural,6,25877,58,Male,Primary,Self-employed,0.73,34,3,10.8,Team_C,7,20.15,1.78,Completed
R00646,HH0230,PSU168,Rural,East,Bihar,Rural,2,27346,46,Male,Postgraduate,Farmer,0.69,24,4,12.8,Team_D,4,19.89,1.58,Completed
R00647,HH0230,PSU134,Rural,East,Bihar,Rural,7,16433,43,Male,Secondary,Unemployed,0.72,42,4,14.4,Team_C,6,24.43,2.35,Completed
R00648,HH0231,PSU179,Rural,West,Maharashtra,Rural,7,38590,41,Female,Secondary,Farmer,0.6,43,5,16.2,Team_C,4,25.44,1.58,Completed
R00649,HH0231,PSU177,Rural,North,Punjab,Rural,4,21667,32,Male,Higher Secondary,Self-employed,0.67,28,5,18.0,Team_A,4,26.59,1.65,Completed
R00650,HH0231,PSU180,Rural,West,Rajasthan,Rural,3,41957,28,Female,Postgraduate,Unemployed,0.63,33,5,18.2,Team_C,10,26.04,1.77,Refused
R00651,HH0231,PSU105,Rural,West,Maharashtra,Rural,3,16034,36,Female,Secondary,Farmer,0.75,24,3,10.4,Team_B,10,17.63,0.84,Completed
R00652,HH0231,PSU114,Rural,West,Gujarat,Rural,4,38131,47,Female,Secondary,Student,0.78,22,3,11.7,Team_C,10,18.87,1.74,Completed
R00653,HH0232,PSU169,Rural,West,Rajasthan,Rural,3,23279,49,Male,Secondary,Farmer,0.6,31,5,16.4,Team_B,4,25.14,0.82,Completed
R00654,HH0232,PSU125,Rural,South,Kerala,Rural,8,22512,25,Male,Graduate,Salaried,0.77,48,3,13.1,Team_C,5,24.37,2.35,Completed
R00655,HH0233,PSU199,Rural,North,Delhi,Rural,8,29982,25,Male,Graduate,Unemployed,0.66,45,5,17.2,Team_A,10,28.1,2.34,Completed
R00656,HH0234,PSU153,Rural,East,Bihar,Rural,7,29276,50,Male,Graduate,Self-employed,0.7,39,4,13.5,Team_D,2,23.66,1.67,Completed
R00657,HH0235,PSU181,Rural,West,Gujarat,Rural,2,17274,19,Female,Higher Secondary,Self-employed,0.67,23,5,16.1,Team_A,5,22.76,2.14,Completed
R00658,HH0235,PSU150,Rural,West,Rajasthan,Rural,7,20744,39,Female,Higher Secondary,Student,0.7,40,4,15.5,Team_B,3,24.28,1.68,Completed
R00659,HH0235,PSU117,Rural,South,Karnataka,Rural,2,41886,18,Male,Higher Secondary,Salaried,0.68,22,5,18.2,Team_A,2,25.21,1.77,Completed
R00660,HH0235,PSU130,Rural,West,Gujarat,Rural,7,28702,29,Male,Graduate,Salaried,0.68,41,4,13.2,Team_B,9,23.9,2.29,Completed
R00661,HH0235,PSU160,Rural,South,Tamil Nadu,Rural,2,25088,55,Male,Higher Secondary,Farmer,0.9,22,1,7.4,Team_A,10,14.3,1.92,Completed
R00662,HH0236,PSU183,Rural,West,Maharashtra,Rural,8,29684,32,Female,Secondary,Farmer,0.72,45,3,13.4,Team_B,2,22.97,1.4,Completed
R00663,HH0236,PSU116,Rural,North,Haryana,Rural,3,21898,30,Female,Higher Secondary,Farmer,0.67,31,4,14.8,Team_A,8,23.05,0.8,Completed
R00664,HH0237,PSU134,Rural,North,Haryana,Rural,3,42571,39,Male,Postgraduate,Farmer,0.8,28,3,11.6,Team_C,4,18.6,1.46,Completed
R00665,HH0237,PSU130,Rural,South,Karnataka,Rural,2,38639,26,Female,Primary,Salaried,0.64,29,5,15.5,Team_B,9,23.45,1.42,Completed
R00666,HH0238,PSU183,Rural,South,Tamil Nadu,Rural,2,34687,40,Male,Graduate,Student,0.74,28,3,13.3,Team_B,4,19.69,1.97,Completed
R00667,HH0238,PSU122,Rural,North,Delhi,Rural,2,38379,31,Female,Postgraduate,Salaried,0.7,25,4,13.8,Team_A,8,21.82,1.06,Completed
R00668,HH0238,PSU191,Rural,East,West Bengal,Rural,3,40430,44,Female,Graduate,Student,0.67,29,4,15.1,Team_B,4,22.85,1.49,Completed
R00669,HH0239,PSU109,Rural,North,Punjab,Rural,3,14985,22,Female,Graduate,Salaried,0.66,33,5,18.7,Team_B,9,26.29,1.78,Completed
R00670,HH0239,PSU149,Rural,South,Karnataka,Rural,8,17397,50,Male,Postgraduate,Farmer,0.66,49,5,17.1,Team_B,9,28.7,1.78,Completed
R00671,HH0240,PSU156,Rural,South,Kerala,Rural,6,31005,35,Male,Higher Secondary,Student,0.74,41,4,16.1,Team_C,7,25.52,1.83,Completed
R00672,HH0240,PSU189,Rural,North,Delhi,Rural,4,24990,37,Male,Secondary,Unemployed,0.62,42,5,17.4,Team_A,10,27.41,1.68,Completed
R00673,HH0240,PSU190,Rural,North,Delhi,Rural,4,11116,33,Female,Primary,Student,0.63,35,5,16.7,Team_D,1,25.44,1.7,Refused
R00674,HH0240,PSU155,Rural,East,Bihar,Rural,4,34429,40,Male,Graduate,Unemployed,0.66,37,5,18.2,Team_D,5,26.23,1.44,Completed
